"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"139",2.29062675592717e-12,1.58906856627739,0.101,0.019,5.96776988721706e-08,"6","CXCL13"
"140",6.50569430804031e-09,1.68862416403664,0.323,0.16,0.000169492853807374,"6","GZMB"
"141",6.40252225942371e-34,1.07829608681162,0.685,0.249,1.66804912424766e-29,"7","CCR6"
"142",3.23498967434128e-32,1.43021466339667,0.673,0.262,8.42811859856134e-28,"7","ANKRD28"
"143",1.18556996542678e-27,0.948110140633227,0.982,0.685,3.0887654309264e-23,"7","IL7R"
"144",5.45613639398712e-27,0.924976331346703,1,0.945,1.42148721472546e-22,"7","VIM"
"145",3.07529082467637e-23,1.12075918992849,0.909,0.677,8.01205518552934e-19,"7","LMNA"
"146",7.01970811535791e-23,1.09920181290855,0.939,0.624,1.8288445552942e-18,"7","ANXA1"
"147",3.68117522790416e-21,0.883205387019908,0.8,0.447,9.5905658212587e-17,"7","PTGER4"
"148",4.52366650219056e-21,0.9546996854699,0.661,0.312,1.17855083381571e-16,"7","AHR"
